,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,is_residential
10,487,11068_29.3059811_-94.7771675_0_192.42.jpg,d6fV0FVAwyft8wySRfc1AQ,-0.013347227,0.686857784,29.30598105,-94.77716752,29.30572137,-94.77727255,"[2019, 9]",11,Y,152.2539978,1638.8483929051192,-0.013347227,7.956209885170604,11,Y,4.543790114829396,3.043790114829396,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30987.08743556909,42953.2022109978,53219.55846201464,49087.48058711753,49256.01946174842,Y
11,10506,5153_29.3059811_-94.7771675_0_192.42.jpg,d6fV0FVAwyft8wySRfc1AQ,-0.013347227,0.686857784,29.30598105,-94.77716752,29.30572137,-94.77727255,"[2019, 9]",11,Y,152.2539978,1638.8483929051192,-0.013347227,7.956209885170604,11,Y,4.543790114829396,3.043790114829396,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30987.08743556909,42953.2022109978,53219.55846201464,49087.48058711753,49256.01946174842,Y
12,2787,15188_29.2889208_-94.8736963_0_207.56.jpg,MRse6B7PYjy1Clf-VBk42Q,-0.000566192,0.536811565,29.2889208,-94.8736963,29.28871241,-94.87384,"[2020, 2]",12,Y,58.2543983,627.0451246805271,-0.000566192,7.998142414698163,12,Y,5.501857585301837,4.001857585301837,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,12306.634164210742,17059.020047987604,21136.340668824523,19495.270953894913,19562.20677923968,Y
13,11453,6443_29.2976175_-94.8019464_0_343.01.jpg,vLDooUJMM9R7x-XNLP2NZg,0.008404294,0.705875737,29.2976175,-94.8019464,29.29793666,-94.80200436,"[2021, 3]",12,Y,218.5579987,2352.53871886216,0.008404294,8.02757314304462,12,Y,5.47242685695538,3.97242685695538,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,46119.92219270999,63929.801341220365,79209.8289489794,73059.81209177316,73310.65850644786,Y
14,892,11944_29.3008487_-94.7967412_0_178.29.jpg,#NAME?,0.015298904,0.529346796,29.3008487,-94.7967412,29.3007375,-94.7967387,"[2019, 1]",12,Y,0.0,0.0,0.015298904,8.050193254593175,12,Y,5.449806745406825,3.949806745406825,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
15,3656,16690_29.285825_-94.7990469_0_327.99.jpg,kyNyyeIsHgeYktROdppcBQ,0.027293669,0.941977822,29.285825,-94.79904687,29.28604761,-94.79913612,"[2016, 10]",-9999,Nodata,76.4309006,822.6953671268453,0.027293669,8.089546158136484,-9999,N,0.0,-10007.089546158137,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
16,11654,6711_29.2970201_-94.8010493_0_237.79.jpg,MhRaqIsuIL4IdWeZqGHA3w,0.027832069,0.675658395,29.29702006,-94.80104934,29.29690479,-94.80129117,"[2020, 3]",11,Y,20.0716991,216.04997102355316,0.027832069,8.091312562335958,11,Y,4.408687437664042,2.9086874376640424,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,4063.1471457344883,5632.190547971286,6978.355016805187,6436.540931881897,6458.640403115704,Y
17,4671,18764_29.28058_-94.82614_0_193.48.jpg,to6suU4_-e5wIOzFqjtGyA,0.032185339,0.42841869,29.28058001,-94.82613998,29.28047759,-94.82614469,"[2021, 4]",11,Y,0.0,0.0,0.032185339,8.105594944225722,11,Y,4.394405055774278,2.8944050557742784,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
18,13187,9523_29.2817097_-94.8110427_0_344.90.jpg,bp40iLp3f-lTi4OJp5JEdg,0.033119381,0.927407345,29.2817097,-94.8110427,29.28193395,-94.8111588,"[2020, 2]",-9999,Nodata,149.4700012,1608.8817029022948,0.033119381,8.10865938648294,-9999,N,0.0,-10007.108659386482,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
19,925,11980_29.3006354_-94.7847169_0_71.86.jpg,Z0rTKTE9VD5YNdowrq2iIg,0.043530245,0.755507664,29.30063543,-94.78471688,29.30065711,-94.78444858,"[2019, 10]",11,Y,141.3829956,1521.8338990844645,0.043530245,8.142815764435696,11,Y,4.357184235564304,2.8571842355643042,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28561.60844148784,39591.089204800504,49053.85810723637,45245.21392414103,45400.5606102207,Y
20,11053,5911_29.3006354_-94.7847169_0_71.86.jpg,Z0rTKTE9VD5YNdowrq2iIg,0.043530245,0.755507664,29.3006354,-94.7847169,29.30065708,-94.7844486,"[2019, 10]",11,Y,141.3829956,1521.8338990844645,0.043530245,8.142815764435696,11,Y,4.357184235564304,2.8571842355643042,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28561.60844148784,39591.089204800504,49053.85810723637,45245.21392414103,45400.5606102207,Y
21,12814,8966_29.2857585_-94.7956176_0_14.98.jpg,3TOFHtAmtwM8Wp4ozy70tA,0.046381261,1.336489062,29.2857585,-94.7956176,29.28595267,-94.79551872,"[2017, 5]",-9999,Nodata,154.8589935,1666.888333255833,0.046381261,8.152169491469817,-9999,N,0.0,-10007.15216949147,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
22,6371,22424_29.2603924_-94.8449608_0_259.01.jpg,70P8on5hjsFYMHXAPmS4wA,0.050191912,0.767458097,29.2603924,-94.8449608,29.26036504,-94.84523971,"[2021, 4]",10,Y,262.9869995,2830.7685033772846,0.050191912,8.164671627296588,10,Y,3.3353283727034118,1.8353283727034118,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50958.06868174999,70636.26850765759,87519.2262247523,80724.05037658114,81001.2114865707,Y
23,12724,8857_29.2865581_-94.802446_0_58.25.jpg,QR-_OOZfPIy42bmqsvFjtA,0.057626427,0.89468209,29.2865581,-94.802446,29.28666337,-94.80221938,"[2019, 10]",10,Y,186.3130035,2005.4564791421249,0.057626427,8.189063080708662,10,Y,3.310936919291338,1.810936919291338,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36064.530349320696,49991.37359908474,61939.941445662516,57130.794789499974,57326.94989351887,Y
24,5918,21072_29.2701317_-94.8387115_0_92.25.jpg,Uejz2Qas5U9booEBCnmAiQ,0.062811649,0.674228977,29.27013167,-94.83871152,29.27013344,-94.83845318,"[2021, 4]",10,Y,269.7229919,2903.2741221385218,0.062811649,8.206074963910762,10,Y,3.293925036089238,1.793925036089238,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52173.12438130365,72320.5356485779,89606.05442283502,82648.85286691276,82932.62266901134,Y
25,1837,13439_29.2941635_-94.8112712_0_43.55.jpg,bd9PgYOwYqXsJetBMF6-qA,0.073093143,0.656094618,29.2941635,-94.8112712,29.2943719,-94.81107784,"[2019, 10]",11,Y,50.1800003,540.133027939667,0.073093143,8.239806899606299,11,Y,4.2601931003937015,2.7601931003937015,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,10097.865182257336,13997.302778931788,17342.83441533836,15996.30046341216,16051.222786703462,Y
26,4751,18903_29.2800069_-94.8333122_0_243.90.jpg,zFZxA64KSOrSVHeyswXXIg,0.079938187,0.666548704,29.2800069,-94.8333122,29.27984579,-94.83355555,"[2021, 4]",11,Y,250.5319977,2696.703979762126,0.079938187,8.26226439304462,11,Y,4.237735606955381,2.737735606955381,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50369.850543655135,69820.90137506406,86508.9760793055,79792.23816626098,80066.19995578399,Y
27,6548,22741_29.2537148_-94.8554826_0_5.00.jpg,drVrzEVZSIghJwkhYD6ihQ,0.086087438,0.709300891,29.2537148,-94.8554826,29.25442807,-94.85524023,"[2021, 3]",13,Y,0.0,0.0,0.086087438,8.282439101049869,13,Y,6.217560898950131,4.717560898950131,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
28,1083,12230_29.2987698_-94.7821894_0_327.49.jpg,H0KvhRAltTdqs9Uv3RtLQQ,0.086457571,0.800367716,29.29876982,-94.7821894,29.29896188,-94.78241997,"[2019, 10]",11,Y,116.3399963,1252.2732980535404,0.086457571,8.28365344816273,11,Y,4.216346551837271,2.7163465518372707,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23370.249771484327,32395.011833342887,40137.82762163469,37021.442701226755,37148.553569730255,Y
29,11298,6237_29.2987698_-94.7821894_0_327.49.jpg,H0KvhRAltTdqs9Uv3RtLQQ,0.086457571,0.800367716,29.2987698,-94.7821894,29.29896186,-94.78241997,"[2019, 10]",11,Y,116.3399963,1252.2732980535404,0.086457571,8.28365344816273,11,Y,4.216346551837271,2.7163465518372707,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23370.249771484327,32395.011833342887,40137.82762163469,37021.442701226755,37148.553569730255,Y
30,1336,12653_29.29726_-94.8085416_0_237.75.jpg,EVMqj_1qjzvpkC9lTAVI8A,0.092515118,0.479410563,29.29726001,-94.80854165,29.29714581,-94.80873605,"[2019, 10]",12,Y,136.6000061,1470.3502285824015,0.092515118,8.303527290026247,12,Y,5.196472709973753,3.6964727099737527,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28520.90467072631,39534.667080588115,48983.95038479644,45180.733983545346,45335.859281676516,Y
31,11878,7012_29.2951724_-94.8110084_0_313.57.jpg,#NAME?,0.092898259,0.750418657,29.2951724,-94.8110084,29.29538073,-94.81142804,"[2021, 4]",12,Y,635.6119995,6841.670622403744,0.092898259,8.304784314304461,12,Y,5.195215685695539,3.6952156856955387,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,132703.86054766376,183949.3875678339,227915.60772648416,210219.7630549708,210941.539806735,N
32,382,10741_29.3083396_-94.7836118_0_253.93.jpg,edff3tvyBemmOiafp9L96g,0.094895601,0.547241815,29.3083396,-94.7836118,29.30831999,-94.78376117,"[2021, 3]",12,Y,142.5890045,1534.8152708458192,0.094895601,8.311337273622048,12,Y,5.188662726377952,3.6886627263779523,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29762.365788895237,41255.53647680608,51116.129238136156,47147.366009368685,47309.2436187711,Y
33,10255,4790_29.3083134_-94.7756469_0_179.22.jpg,CVyF_A0MCcJpbp6s2BE1BA,0.098482038,0.59636051,29.3083134,-94.7756469,29.30797641,-94.77568534,"[2021, 3]",11,Y,0.0,0.0,0.098482038,8.323103799212598,11,Y,4.176896200787402,2.676896200787402,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
34,4371,18255_29.2820288_-94.8278514_0_150.52.jpg,6LVVfAAVLegpjhNQL4Smbw,0.099092615,0.512715216,29.28202879,-94.82785136,29.28188528,-94.82780295,"[2020, 2]",11,Y,109.2819977,1176.3016334018778,0.099092615,8.325107004593177,11,Y,4.1748929954068235,2.6748929954068235,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,21915.875405060437,30379.009639481006,37639.97551531813,34717.5290589176,34836.7295802638,Y
35,8252,26023_29.1827781_-94.9731696_0_325.99.jpg,ecSN1pXdmctaRGkYHxCZ-A,0.111912891,0.766517965,29.1827781,-94.9731696,29.18296946,-94.97330741,"[2021, 4]",16,Y,0.0,0.0,0.111912891,8.367168277559054,16,Y,9.132831722440946,7.632831722440946,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
36,11992,7167_29.2952273_-94.7840826_0_88.23.jpg,ZwKosYllqgW5TBxJ5neaxQ,0.11232331,0.922147783,29.2952273,-94.7840826,29.29524553,-94.78391682,"[2019, 10]",11,Y,150.1640015,1616.3518599606643,0.11232331,8.368514796587926,11,Y,4.131485203412074,2.6314852034120744,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30061.9041740916,41670.74596869678,51630.57902744668,47621.872840609154,47785.37964031397,Y
37,6293,22293_29.2670893_-94.8316783_0_94.54.jpg,pGd28SSdRrETYuPZqrUkZA,0.112577758,0.779026722,29.2670893,-94.8316783,29.26706651,-94.83155366,"[2021, 4]",-9999,Nodata,535.572998,5764.859772080655,0.112577758,8.369349599737532,-9999,N,0.0,-10007.369349599738,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,N
38,11490,6496_29.297635_-94.7864362_0_314.13.jpg,RDjvGS8y0SfWqt6cnz9cxw,0.114260995,0.802550287,29.297635,-94.7864362,29.29790975,-94.78674563,"[2019, 8]",11,Y,92.5983963,996.720842504185,0.114260995,8.374872030839896,11,Y,4.125127969160104,2.625127969160104,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,18532.873827458996,25689.612769091644,31829.75373792116,29358.425057549597,29459.2254217352,Y
39,10180,4658_29.3103962_-94.7843317_0_237.55.jpg,riW-992qOsaTlVzv9WXOHA,0.114793857,0.452634545,29.3103962,-94.7843317,29.31032636,-94.7844115,"[2021, 3]",12,Y,73.5951996,792.1721355942711,0.114793857,8.37662026574803,12,Y,5.123379734251969,3.6233797342519694,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,15322.617100868298,21239.66868792622,26316.21698187361,24272.97083169359,24356.31059855455,Y
40,274,10652_29.3101135_-94.7729779_0_89.59.jpg,IcLljEA_ZMVfr1kb9YJW4A,0.128469946,1.043394307,29.3101135,-94.7729779,29.31009445,-94.77272395,"[2019, 9]",-9999,Nodata,302.322998,3254.1776673831123,0.128469946,8.421489324146982,-9999,N,0.0,-10007.421489324148,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
41,5598,20402_29.2743034_-94.8377192_0_77.22.jpg,vCvl2FUOVE28Tg4eyDlrZA,0.150616442,0.392554418,29.2743034,-94.8377192,29.27432172,-94.8376115,"[2020, 3]",11,Y,134.1390076,1443.8602611927447,0.150616442,8.49414843175853,11,Y,4.00585156824147,2.5058515682414697,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26717.751467202914,37035.20002582242,45887.079227401715,42324.31038266335,42469.62832434836,Y
42,10700,5430_29.3039558_-94.777488_0_357.64.jpg,On7Uuw6znzfAfDFe6eFB6g,0.160425972,0.777098279,29.3039558,-94.777488,29.30431482,-94.7775109,"[2019, 1]",11,Y,225.272995,2424.8183374838973,0.160425972,8.526331929133859,11,Y,3.9736680708661414,2.4736680708661414,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44811.25163498327,62115.76860224498,76962.21954072926,70986.71178084803,71230.44033187965,Y
43,5280,19893_29.2769391_-94.8301977_0_125.82.jpg,e4-5dfOwneNAMfteMWbcqQ,0.167657702,0.2868574,29.2769391,-94.8301977,29.27679116,-94.83001436,"[2020, 3]",11,Y,72.4832993,780.2037403727585,0.167657702,8.55005807742782,11,Y,3.9499419225721795,2.4499419225721795,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,14404.477572462241,19966.976218731234,24739.334985142148,22818.52125263558,22896.867255458743,Y
44,8271,26090_29.1808364_-94.9762842_0_116.01.jpg,WJGjSUjh-vQqCB-fc14BaA,0.167896272,0.793015185,29.1808364,-94.9762842,29.18046823,-94.97530035,"[2021, 3]",17,Y,161.5279999,1738.672920713897,0.167896272,8.550840787401574,17,Y,9.949159212598426,8.449159212598426,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,40770.41813645369,56514.508441082384,70022.18766269572,64585.518499056685,64807.26894285805,Y
45,8372,26603_29.1815008_-94.9767402_0_39.86.jpg,XH3VVunF9oVzafTSU9P5tQ,0.168580015,0.687761799,29.1815008,-94.9767402,29.18176091,-94.9764969,"[2016, 9]",15,Y,650.5460205,7002.419086609007,0.168580015,8.55308403871391,15,Y,7.94691596128609,6.44691596128609,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,150273.2228476802,208303.41481095704,258090.55417830028,238051.86352660562,238869.2001000596,N
46,8,10030_29.3088661_-94.7806172_0_132.17.jpg,pw4ph3r1aOH_udPPrtmtcw,0.170753806,0.620455951,29.3088661,-94.7806172,29.3086483,-94.78044224,"[2019, 9]",12,Y,122.5650024,1319.278706057412,0.170753806,8.560215898950132,12,Y,4.939784101049868,3.4397841010498684,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25336.533926666918,35120.60523083309,43514.87216534211,40136.286440477,40274.091935231125,Y
47,10210,4711_29.3088661_-94.7806172_0_132.17.jpg,pw4ph3r1aOH_udPPrtmtcw,0.170753806,0.620455951,29.30886613,-94.78061725,29.30864833,-94.78044229,"[2019, 9]",12,Y,122.5650024,1319.278706057412,0.170753806,8.560215898950132,12,Y,4.939784101049868,3.4397841010498684,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25336.533926666918,35120.60523083309,43514.87216534211,40136.286440477,40274.091935231125,Y
48,2325,14374_29.2923486_-94.7969606_0_253.88.jpg,iQZSzu-tGU1ttjw-hY5uYg,0.171034037,0.823609902,29.2923486,-94.7969606,29.29226186,-94.79723168,"[2021, 4]",10,Y,476.7019958,5131.177578257934,0.171034037,8.56113529199475,10,Y,2.9388647080052497,1.4388647080052497,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,90843.12998443555,125923.52668881143,156020.83536026507,143907.05124694394,144401.14734188543,N
49,3355,16157_29.2873575_-94.8184125_0_194.51.jpg,hW6g-J2RBsmuM0Krpd8BBA,0.178536097,0.778840397,29.28735749,-94.81841249,29.28701403,-94.81853561,"[2017, 9]",11,Y,154.8150024,1666.4148169963005,0.178536097,8.585748349737532,11,Y,3.914251650262468,2.414251650262468,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30721.504874029855,42585.061078236315,52763.426962411206,48666.764091546866,48833.85846171647,Y
50,12570,865_29.2873575_-94.8184125_0_194.51.jpg,hW6g-J2RBsmuM0Krpd8BBA,0.178536097,0.778840397,29.2873575,-94.8184125,29.28701404,-94.81853562,"[2017, 9]",11,Y,154.8150024,1666.4148169963005,0.178536097,8.585748349737532,11,Y,3.914251650262468,2.414251650262468,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30721.504874029855,42585.061078236315,52763.426962411206,48666.764091546866,48833.85846171647,Y
51,1824,13416_29.2941152_-94.8107177_0_344.16.jpg,0yQvth57w70wF97utgHHtw,0.184198349,0.688677877,29.2941152,-94.8107177,29.29423304,-94.81078161,"[2017, 5]",11,Y,166.8930054,1796.4213593010518,0.184198349,8.604325291994751,11,Y,3.8956747080052487,2.3956747080052487,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,33093.23600992844,45872.67070860881,56836.81669629915,52423.88732338849,52603.88154732467,Y
52,2581,14791_29.2909565_-94.7903152_0_177.35.jpg,rSpgpSRqHVitWLk69zRt9A,0.194973646,0.877087161,29.2909565,-94.7903152,29.29075192,-94.79029811,"[2017, 5]",10,Y,140.1759949,1508.8418516767588,0.194973646,8.639677316272966,10,Y,2.860322683727034,1.3603226837270341,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26623.879631870564,36905.07821513816,45725.856665300824,42175.605477623954,42320.41285007527,Y
53,10088,4435_29.3191833_-94.7706996_0_327.97.jpg,ntiC4eKBHlUHCsObqPv-EA,0.202694999,0.852024302,29.3191833,-94.7706996,29.3193994,-94.77087013,"[2021, 4]",11,Y,152.1119995,1637.319935924594,0.202694999,8.665009839238845,11,Y,3.834990160761155,2.334990160761155,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30087.788390047885,41706.62575134351,51675.034529990866,47662.876724917696,47826.52430896171,Y
54,9252,29028_29.1158219_-95.0784794_0_171.69.jpg,EgV7hkgQAcSx4pEbpR_W2g,0.207449403,0.849635276,29.1158219,-95.0784794,29.11542037,-95.07847648,"[2021, 4]",16,Y,0.0,0.0,0.207449403,8.680608277559054,16,Y,8.819391722440946,7.319391722440946,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0.0,0.0,0.0,0.0,0.0,Y
55,2247,14137_29.2919625_-94.8152711_0_193.06.jpg,hN7s9SF0_QpgH29jt5bbvA,0.211417322,0.667592899,29.29196252,-94.81527106,29.29105293,-94.81553014,"[2019, 1]",11,Y,1113.680054,11987.552334132444,0.211417322,8.693626384514436,11,Y,3.8063736154855636,2.3063736154855636,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,220028.88836822347,304996.2457424419,377894.1893842985,348553.69381965476,349750.43169664865,N
56,5520,20340_29.2745496_-94.8378613_0_34.40.jpg,ew0t2ObpYSfDTQ1NpyWInQ,0.220111814,0.383355489,29.2745496,-94.8378613,29.27470521,-94.83774735,"[2020, 3]",11,Y,155.7460022,1676.436015441475,0.220111814,8.722151620734907,11,Y,3.7778483792650928,2.2778483792650928,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30734.74905225077,42603.419688622795,52786.17351187556,48687.744551316224,48854.9109566165,Y
57,5613,20500_29.2734452_-94.8360579_0_305.23.jpg,p0jzF-qJer9R2BEWCS54AQ,0.221052956,0.625230877,29.2734452,-94.8360579,29.27369163,-94.83656418,"[2021, 4]",11,Y,705.2470093,7591.215629757648,0.221052956,8.725239356955381,11,Y,3.774760643044619,2.274760643044619,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,139155.1087552993,192891.87915734126,238995.46742136872,220439.35925979135,221196.22437263952,N
